<TIME>,<LAST>
101443,68.276000000
101444,68.275000000
101447,68.278000000
101448,68.282000000
101448,68.282000000
101449,68.283000000
101449,68.289000000
101450,68.293000000
101450,68.294000000
101451,68.291000000
101452,68.249000000
101453,68.293000000
101453,68.292000000
101455,68.292000000
101456,68.293000000
101456,68.289000000
101456,68.293000000
101458,68.291000000
101459,68.292000000
101500,68.302000000
101500,68.292000000
101501,68.292000000
101502,68.292000000
101502,68.292000000
101503,68.290000000
101504,68.290000000
101504,68.290000000
101505,68.292000000
101505,68.292000000
101506,68.292000000
101507,68.297300000
101507,68.291000000
101508,68.290000000
101509,68.290000000
101509,68.292000000
101510,68.292000000
101510,68.292000000
101511,68.292000000
101511,68.292000000
101512,68.292000000
101512,68.293000000
101513,68.293000000
101513,68.292000000
101514,68.292000000
101514,68.292000000
101515,68.292000000
101515,68.292000000
101516,68.292000000
101516,68.292000000
101517,68.292000000
101517,68.292000000
101518,68.292000000
101518,68.292000000
101519,68.292000000
101519,68.292000000
101520,68.292000000
101520,68.291000000
101521,68.291000000
101521,68.292000000
101522,68.251000000
101522,68.292000000
101522,68.292000000
101523,68.292000000
101523,68.291000000
101524,68.291000000
101524,68.291000000
101526,68.291000000
101526,68.291000000
101526,68.290000000
101527,68.290000000
101527,68.290000000
101528,68.290000000
101529,68.290000000
101530,68.289000000
101531,68.290000000
101532,68.289000000
101533,68.289000000
101534,68.289000000
101535,68.289000000
101536,68.289000000
101537,68.290000000
101538,68.293500000
101538,68.289000000
101539,68.289000000
101540,68.289000000
101541,68.290000000
101542,68.290000000
101543,68.290000000
101544,68.288000000
101545,68.288000000
101546,68.289000000
101547,68.289000000
101548,68.290000000
101549,68.290000000
101549,68.290000000
101550,68.290000000
101551,68.290000000
101552,68.247000000
101552,68.290000000
101552,68.290000000
101553,68.289000000
101554,68.290000000
101555,68.290000000
101556,68.285000000
101556,68.290000000
101556,68.290000000
101557,68.295000000
101557,68.304000000
101558,68.304000000
101558,68.304000000
101559,68.304000000
101559,68.303000000
101600,68.304000000
101601,68.304000000
101601,68.305000000
101602,68.305000000
101602,68.304000000
101603,68.304000000
101603,68.303000000
101604,68.303000000
101604,68.304000000
101605,68.304000000
101605,68.305000000
101605,68.305000000
101606,68.305000000
101606,68.304000000
101607,68.304000000
101607,68.302000000
101608,68.302000000
101608,68.301000000
101609,68.301000000
101609,68.304500000
101610,68.302000000
101610,68.302000000
101611,68.302000000
101611,68.302000000
101612,68.302000000
101612,68.302000000
101613,68.302000000
101613,68.302000000
101614,68.302000000
101614,68.302000000
101615,68.302000000
101615,68.299000000
101616,68.299000000
101616,68.302000000
101617,68.302000000
101617,68.302000000
101618,68.302000000
101618,68.303000000
101619,68.303000000
101619,68.302000000
101620,68.302000000
101620,68.302000000
101621,68.299000000
101621,68.299000000
101622,68.261000000
101622,68.299000000
101622,68.299000000
101623,68.299000000
101623,68.299000000
101624,68.299000000
101624,68.299000000
101625,68.299000000
101625,68.299000000
101626,68.299000000
101626,68.299000000
101627,68.299000000
101627,68.299000000
101627,68.296000000
101628,68.294000000
101628,68.299000000
101628,68.299000000
101629,68.287000000
101629,68.298000000
101629,68.298000000
101630,68.293000000
101630,68.297000000
101630,68.297000000
101631,68.293000000
101631,68.297000000
101632,68.297000000
101632,68.298000000
101633,68.298000000
101634,68.298000000
101634,68.288000000
101634,68.289000000
101634,68.289000000
101635,68.282000000
101635,68.285000000
101636,68.285000000
101636,68.285000000
101636,68.286000000
101637,68.286000000
101637,68.287000000
101638,68.284000000
101638,68.283000000
101638,68.283000000
101638,68.280000000
101639,68.284000000
101639,68.289000000
101639,68.289000000
101640,68.282000000
101640,68.289000000
101640,68.288000000
101640,68.294900000
101641,68.300000000
101642,68.305000000
101643,68.305000000
101643,68.305000000
101643,68.302000000
101644,68.309000000
101644,68.309000000
101644,68.309000000
101645,68.325000000
101645,68.308000000
101645,68.308000000
101646,68.301000000
101646,68.303000000
101646,68.304000000
101647,68.306000000
101647,68.306000000
101648,68.306000000
101648,68.305000000
101649,68.304000000
101649,68.277000000
101649,68.289000000
101650,68.288000000
101650,68.286000000
101650,68.286000000
101651,68.286000000
101651,68.288000000
101651,68.288000000
101652,68.255000000
101652,68.288000000
101653,68.289000000
101653,68.286000000
101654,68.286000000
101655,68.286000000
101656,68.287000000
101656,68.291000000
101657,68.293000000
101657,68.293000000
101658,68.293000000
101658,68.293000000
101658,68.293000000
101659,68.293000000
101659,68.292000000
101700,68.292000000
101700,68.291000000
101701,68.291000000
101701,68.291000000
101702,68.291000000
101702,68.292000000
101703,68.292000000
101703,68.292000000
101704,68.292000000
101704,68.294000000
101705,68.294000000
101705,68.293000000
101706,68.293000000
101706,68.293000000
101707,68.293000000
101707,68.293000000
101708,68.293000000
101708,68.292000000
101709,68.292000000
101709,68.292000000
101710,68.292000000
101710,68.292000000
101711,68.292000000
101711,68.292000000
101711,68.295400000
101712,68.292000000
101712,68.292000000
101713,68.291000000
101714,68.291000000
101714,68.290000000
101715,68.290000000
101715,68.290000000
101716,68.291000000
101717,68.291000000
101717,68.291000000
101718,68.291000000
101718,68.291000000
101719,68.291000000
101720,68.290000000
101720,68.290000000
101721,68.290000000
101722,68.290000000
101722,68.252000000
101723,68.291000000
101723,68.291000000
101724,68.291000000
101724,68.291000000
101724,68.291000000
101725,68.291000000
101725,68.291000000
101726,68.291000000
101726,68.291000000
101727,68.291000000
101727,68.291000000
101728,68.291000000
101728,68.291000000
101729,68.291000000
101730,68.291000000
101730,68.291000000
101730,68.291000000
101731,68.291000000
101731,68.291000000
101732,68.291000000
101733,68.292000000
101733,68.292000000
101733,68.291000000
101734,68.291000000
101734,68.291000000
101735,68.291000000
101735,68.292000000
101736,68.292000000
101736,68.292000000
101737,68.292000000
101737,68.292000000
101738,68.292000000
101738,68.290000000
101738,68.290000000
101739,68.291000000
101740,68.292000000
101740,68.292000000
101740,68.290000000
101741,68.290000000
101741,68.296000000
101742,68.296000000
101742,68.295000000
101742,68.297900000
101743,68.295000000
101743,68.295000000
101744,68.295000000
101744,68.292000000
101745,68.292000000
101745,68.293000000
101746,68.293000000
101746,68.295000000
101746,68.295000000
101747,68.296000000
101747,68.296000000
101748,68.296000000
101748,68.296000000
101749,68.294000000
101749,68.294000000
101750,68.295000000
101750,68.295000000
101751,68.293000000
101751,68.293000000
101752,68.293000000
101752,68.293000000
101753,68.252000000
101753,68.293000000
101753,68.293000000
101754,68.293000000
101754,68.293000000
101755,68.293000000
101755,68.293000000
101756,68.289000000
101756,68.289000000
101757,68.289000000
101757,68.289000000
101758,68.289000000
101758,68.289000000
101759,68.287000000
101759,68.287000000
101800,68.287000000
101800,68.287000000
101801,68.287000000
101801,68.287000000
101802,68.287000000
101802,68.287000000
101802,68.284000000
101802,68.281000000
101803,68.282000000
101803,68.282000000
101804,68.281000000
101805,68.281000000
101805,68.280000000
101806,68.280000000
101808,68.280000000
101808,68.280000000
101809,68.280000000
101809,68.281000000
101810,68.281000000
101811,68.280000000
101812,68.280000000
101812,68.276000000
101813,68.276000000
101813,68.276000000
101813,68.278200000
101814,68.278000000
101814,68.278000000
101815,68.278000000
101815,68.278000000
101816,68.277000000
101817,68.277000000
101817,68.277000000
101818,68.275000000
101818,68.275000000
101819,68.276000000
101819,68.276000000
101820,68.277000000
101820,68.277000000
101821,68.277000000
101822,68.277000000
101822,68.277000000
101822,68.277000000
101823,68.234000000
101823,68.277000000
101824,68.277000000
101824,68.274000000
101824,68.274000000
101825,68.270000000
101825,68.270000000
101826,68.271000000
101826,68.270000000
101826,68.270000000
101827,68.269000000
101827,68.269000000
101828,68.268000000
101828,68.268000000
101829,68.270000000
101830,68.270000000
101830,68.269000000
101831,68.269000000
101832,68.269000000
101832,68.268000000
101833,68.268000000
101833,68.268000000
101834,68.268000000
101834,68.270000000
101835,68.270000000
101835,68.270000000
101835,68.263000000
101836,68.263000000
101836,68.260000000
101837,68.260000000
101837,68.263000000
101838,68.263000000
101838,68.264000000
101839,68.264000000
101839,68.264000000
101840,68.264000000
101840,68.255000000
101841,68.255000000
101841,68.255000000
101842,68.258000000
101842,68.258000000
101843,68.255000000
101843,68.255000000
101844,68.252000000
101844,68.250000000
101845,68.251000000
101845,68.251000000
101845,68.256500000
101846,68.250000000
101846,68.257000000
101846,68.257000000
101847,68.257000000
101847,68.257000000
101848,68.259000000
101848,68.259000000
101849,68.260000000
101849,68.260000000
101850,68.260000000
101850,68.260000000
101851,68.263000000
101852,68.263000000
101852,68.262000000
101853,68.262000000
101853,68.218000000
101854,68.261000000
101854,68.259000000
101855,68.259000000
101855,68.260000000
101856,68.257000000
101856,68.260000000
101856,68.260000000
101857,68.260000000
101857,68.259000000
101858,68.259000000
101858,68.259000000
101859,68.259000000
101859,68.260000000
101901,68.260000000
101902,68.260000000
101902,68.260000000
101903,68.264000000
101904,68.265000000
101904,68.265000000
101905,68.266000000
101905,68.260000000
101906,68.260000000
101906,68.261000000
101907,68.261000000
101907,68.257000000
101908,68.252000000
101908,68.250000000
101908,68.245000000
101909,68.243000000
101909,68.242000000
101910,68.242000000
101910,68.244000000
101911,68.244000000
101911,68.243000000
101912,68.243000000
101912,68.243000000
101913,68.243000000
101913,68.241000000
101914,68.241000000
101914,68.242000000
101915,68.242000000
101915,68.242000000
101916,68.242000000
101916,68.247300000
101917,68.244000000
101917,68.243000000
101918,68.243000000
101918,68.243000000
101919,68.243000000
101919,68.245000000
101920,68.245000000
101920,68.245000000
101921,68.245000000
101921,68.245000000
101922,68.245000000
101922,68.246000000
101923,68.246000000
101923,68.246000000
101923,68.204000000
101924,68.246000000
101924,68.244000000
101925,68.244000000
101925,68.247000000
101926,68.247000000
101926,68.244000000
101926,68.238000000
101927,68.238000000
101927,68.234000000
101927,68.234000000
101928,68.229000000
101928,68.231000000
101929,68.231000000
101929,68.228000000
101930,68.230000000
101930,68.231000000
101931,68.231000000
101931,68.230000000
101932,68.232000000
101932,68.232000000
101933,68.235000000
101934,68.235000000
101934,68.231000000
101934,68.231000000
101935,68.227000000
101935,68.227000000
101936,68.227000000
101936,68.227000000
101937,68.230000000
101937,68.230000000
101938,68.229000000
101938,68.230000000
101938,68.230000000
101938,68.228000000
101939,68.227000000
101940,68.227000000
101940,68.228000000
101941,68.228000000
101941,68.234000000
101942,68.234000000
101942,68.233000000
101943,68.233000000
101943,68.233000000
101944,68.233000000
101944,68.231000000
101945,68.231000000
101945,68.232000000
101946,68.232000000
101946,68.234000000
101946,68.234000000
101947,68.236000000
101947,68.236000000
101948,68.237000000
101948,68.239800000
101949,68.237000000
101950,68.237000000
101950,68.237000000
101951,68.241000000
101951,68.241000000
101951,68.236000000
101952,68.235000000
101952,68.232000000
101953,68.232000000
101953,68.233000000
101953,68.192000000
101954,68.233000000
101954,68.233000000
101955,68.233000000
101955,68.233000000
101956,68.233000000
101956,68.231000000
101956,68.233000000
101957,68.233000000
101958,68.233000000
101959,68.233000000
102000,68.245000000
102000,68.233000000
102000,68.239000000
102001,68.238000000
102001,68.238000000
102001,68.243000000
102002,68.243000000
102002,68.243000000
102003,68.243000000
102003,68.242000000
102004,68.242000000
102004,68.239000000
102005,68.239000000
102005,68.240000000
102006,68.240000000
102006,68.240000000
102007,68.240000000
102007,68.240000000
102008,68.240000000
102008,68.241000000
102008,68.241000000
102009,68.236000000
102009,68.236000000
102009,68.242000000
102010,68.242000000
102010,68.243000000
102010,68.243000000
102011,68.242000000
102011,68.242000000
102012,68.239000000
102013,68.238000000
102013,68.238000000
102014,68.236000000
102014,68.236000000
102015,68.236000000
102015,68.236000000
102016,68.237000000
102016,68.237000000
102017,68.240000000
102017,68.240000000
102019,68.240000000
102019,68.237000000
102019,68.244200000
102020,68.237000000
102020,68.239000000
102021,68.239000000
102021,68.239000000
102022,68.241000000
102022,68.241000000
102023,68.241000000
102023,68.241000000
102023,68.201000000
102024,68.239000000
102024,68.239000000
102025,68.238000000
102025,68.238000000
102026,68.238000000
102026,68.235000000
102026,68.238000000
102026,68.238000000
102027,68.238000000
102028,68.238000000
102029,68.240000000
102030,68.240000000
102031,68.240000000
102032,68.240000000
102033,68.240000000
102034,68.240000000
102035,68.238000000
102036,68.239000000
102037,68.239000000
102038,68.239000000
102038,68.236000000
102039,68.236000000
102039,68.239000000
102040,68.239000000
102040,68.238000000
102041,68.238000000
102041,68.237000000
102042,68.237000000
102042,68.237000000
102043,68.237000000
102043,68.237000000
102044,68.237000000
102044,68.237000000
102045,68.240000000
102045,68.240000000
102046,68.237000000
102046,68.237000000
102047,68.237000000
102047,68.239000000
102048,68.239000000
102048,68.237000000
102049,68.237000000
102049,68.237000000
102049,68.239000000
102050,68.242600000
102050,68.236000000
102051,68.236000000
102051,68.241000000
102052,68.241000000
102052,68.240000000
102053,68.240000000
102054,68.198000000
102054,68.240000000
102054,68.240000000
102055,68.240000000
102055,68.238000000
102056,68.239000000
102056,68.242000000
102057,68.242000000
102057,68.242000000
102058,68.242000000
102058,68.242000000
102059,68.242000000
102059,68.239000000
102100,68.239000000
102100,68.239000000
102101,68.239000000
102101,68.242000000
102102,68.242000000
102102,68.242000000
102102,68.242000000
102103,68.242000000
102104,68.240000000
102104,68.240000000
102105,68.239000000
102105,68.239000000
102106,68.242000000
102107,68.242000000
102108,68.242000000
102108,68.242000000
102109,68.242000000
102109,68.239000000
102110,68.239000000
102110,68.240000000
102111,68.240000000
102111,68.243000000
102113,68.243000000
102113,68.243000000
102114,68.243000000
102114,68.240000000
102115,68.240000000
102116,68.240000000
102116,68.243000000
102117,68.243000000
102118,68.243000000
102118,68.244000000
102119,68.244000000
102119,68.240000000
102120,68.240000000
102120,68.241000000
102121,68.241000000
102121,68.243000000
102121,68.243000000
102122,68.245000000
102122,68.245000000
102123,68.247000000
102123,68.247000000
102124,68.206000000
102124,68.247000000
102124,68.247000000
102125,68.248000000
102125,68.248000000
102126,68.246000000
102126,68.248000000
102126,68.248000000
102127,68.249000000
102127,68.249000000
102128,68.250000000
102128,68.250000000
102129,68.249000000
102129,68.249000000
102130,68.248000000
102130,68.248000000
102131,68.252400000
102131,68.249000000
102131,68.249000000
102132,68.247000000
102132,68.247000000
102133,68.247000000
102133,68.247000000
102134,68.247000000
102134,68.244000000
102135,68.244000000
102135,68.246000000
102136,68.246000000
102136,68.243000000
102137,68.243000000
102137,68.244000000
102138,68.244000000
102138,68.243000000
102138,68.243000000
102139,68.243000000
102140,68.243000000
102140,68.243000000
102140,68.243000000
102141,68.243000000
102142,68.243000000
102142,68.243000000
102143,68.243000000
102144,68.243000000
102144,68.243000000
102145,68.243000000
102145,68.243000000
102146,68.243000000
102146,68.243000000
102147,68.243000000
102147,68.243000000
102148,68.243000000
102148,68.244000000
102149,68.244000000
102149,68.244000000
102150,68.243000000
102151,68.243000000
102151,68.243000000
102152,68.240000000
102152,68.240000000
102153,68.240000000
102153,68.240000000
102154,68.240000000
102154,68.198000000
102154,68.240000000
102155,68.241000000
102155,68.241000000
102155,68.243000000
102156,68.243000000
102156,68.245000000
102156,68.245000000
102157,68.245000000
102157,68.245000000
102158,68.245000000
102158,68.245000000
102159,68.245000000
102159,68.245000000
102200,68.245000000
102200,68.245000000
102201,68.245000000
102201,68.245000000
102202,68.245000000
102202,68.249600000
102203,68.246000000
102203,68.246000000
102203,68.247000000
102204,68.247000000
102204,68.248000000
102206,68.248000000
102206,68.248000000
102206,68.249000000
102207,68.249000000
102207,68.249000000
102208,68.249000000
102209,68.248000000
102209,68.248000000
102210,68.248000000
102210,68.248000000
102211,68.248000000
102211,68.248000000
102211,68.240000000
102212,68.240000000
102213,68.240000000
102214,68.240000000
102214,68.240000000
102215,68.240000000
102216,68.241000000
102217,68.241000000
102218,68.241000000
102219,68.243000000
102220,68.241000000
102221,68.241000000
102222,68.241000000
102223,68.241000000
102224,68.242000000
102224,68.199000000
102226,68.241000000
102226,68.241000000
102228,68.242000000
102231,68.241000000
102233,68.245200000
102233,68.242000000
102234,68.241000000
102235,68.242000000
102236,68.241000000
102237,68.241000000
102238,68.241000000
102239,68.241000000
102240,68.241000000
102241,68.240000000
102242,68.241000000
102243,68.244000000
102244,68.242000000
102245,68.242000000
102245,68.242000000
102246,68.242000000
102247,68.242000000
102248,68.241000000
102249,68.242000000
102249,68.242000000
102251,68.242000000
102252,68.241000000
102253,68.242000000
102254,68.242000000
102256,68.240000000
102256,68.241000000
102257,68.242000000
102258,68.241000000
102259,68.242000000
102300,68.242000000
102301,68.241000000
102302,68.240000000
102303,68.241000000
102304,68.246000000
102306,68.242000000
102307,68.241000000
102308,68.241000000
102309,68.242000000
102310,68.242000000
102311,68.242000000
102312,68.241000000
102313,68.241000000
102314,68.242000000
102316,68.242000000
102317,68.243000000
102318,68.241000000
102319,68.241000000
102321,68.240000000
102323,68.240000000
102324,68.242000000
102325,68.241000000
102326,68.241000000
102326,68.240000000
102327,68.240000000
102328,68.241000000
102330,68.242000000
102331,68.242000000
102332,68.201000000
102332,68.243000000
102333,68.243000000
102335,68.248300000
102336,68.242000000
102337,68.242000000
102338,68.239000000
102339,68.239000000
102340,68.238000000
102341,68.238000000
102342,68.237000000
102343,68.236000000
102344,68.236000000
102344,68.234000000
102345,68.234000000
102345,68.235000000
102346,68.235000000
102346,68.236000000
102347,68.236000000
102347,68.236000000
102348,68.235000000
102349,68.235000000
102349,68.236000000
102350,68.236000000
102351,68.236000000
102351,68.236000000
102352,68.236000000
102352,68.236000000
102353,68.236000000
102353,68.236000000
102354,68.236000000
102354,68.235000000
102356,68.235000000
102356,68.234000000
102357,68.235000000
102358,68.235000000
102359,68.235000000
102400,68.236000000
102401,68.194000000
102401,68.236000000
102402,68.236000000
102403,68.236000000
102404,68.235000000
102405,68.239000000
102405,68.239000000
102406,68.239000000
102406,68.239000000
102406,68.243900000
102407,68.239000000
102407,68.239000000
102408,68.240000000
102408,68.240000000
102409,68.240000000
102409,68.240000000
102410,68.240000000
102410,68.240000000
102411,68.240000000
102412,68.239000000
102412,68.239000000
102413,68.240000000
102413,68.240000000
102414,68.240000000
102414,68.240000000
102415,68.239000000
102415,68.239000000
102416,68.239000000
102416,68.239000000
102417,68.239000000
102417,68.239000000
102418,68.239000000
102418,68.239000000
102419,68.238000000
102419,68.238000000
102420,68.237000000
102420,68.237000000
102421,68.237000000
102421,68.237000000
102422,68.236000000
102422,68.236000000
102423,68.237000000
102424,68.237000000
102425,68.238000000
102426,68.237000000
102426,68.242000000
102426,68.242000000
102427,68.243000000
102427,68.243000000
102428,68.243000000
102428,68.243000000
102429,68.242000000
102430,68.242000000
102431,68.202000000
102431,68.242000000
102432,68.242000000
102433,68.242000000
102433,68.242000000
102434,68.242000000
102435,68.242000000
102436,68.242000000
102437,68.247700000
102438,68.242000000
102439,68.242000000
102440,68.242000000
102441,68.242000000
102442,68.242000000
102443,68.241000000
102444,68.243000000
102445,68.248000000
102446,68.243000000
102447,68.244000000
102448,68.244000000
102449,68.244000000
102450,68.246000000
102451,68.246000000
102452,68.246000000
102452,68.251000000
102453,68.251000000
102453,68.248000000
102454,68.248000000
102454,68.248000000
102455,68.248000000
102455,68.248000000
102456,68.248000000
102456,68.246000000
102456,68.246000000
102457,68.246000000
102457,68.246000000
102458,68.246000000
102459,68.247000000
102500,68.259000000
102500,68.249000000
102501,68.249000000
102501,68.208000000
102502,68.248000000
102503,68.248000000
102504,68.248000000
102505,68.248000000
102506,68.248000000
102507,68.248000000
102508,68.248000000
102509,68.248000000
102510,68.248000000
102511,68.249000000
102512,68.249000000
102512,68.255600000
102513,68.249000000
102514,68.249000000
102515,68.254000000
102515,68.254000000
102516,68.252000000
102516,68.252000000
102517,68.251000000
102517,68.251000000
102518,68.249000000
102518,68.249000000
102519,68.250000000
102519,68.250000000
102520,68.250000000
102521,68.250000000
102522,68.250000000
102523,68.249000000
102524,68.257000000
102525,68.255000000
102525,68.255000000
102526,68.255000000
102526,68.256000000
102527,68.254000000
102528,68.254000000
102529,68.255000000
102530,68.255000000
102531,68.257000000
102531,68.213000000
102532,68.254000000
102533,68.254000000
102534,68.255000000
102536,68.255000000
102537,68.255000000
102538,68.256000000
102539,68.258000000
102540,68.258000000
102541,68.258000000
102542,68.257000000
102543,68.254000000
102544,68.254000000
102545,68.254000000
102545,68.260500000
102546,68.259000000
102546,68.259000000
102547,68.257000000
102547,68.257000000
102548,68.257000000
102548,68.257000000
102549,68.257000000
102549,68.257000000
102550,68.257000000
102550,68.257000000
102551,68.257000000
102551,68.257000000
102552,68.257000000
102552,68.257000000
102553,68.257000000
102553,68.257000000
102554,68.257000000
102554,68.257000000
102556,68.258000000
102556,68.257000000
102558,68.257000000
102600,68.257000000
102601,68.257000000
102601,68.215000000
102603,68.257000000
102604,68.257000000
102605,68.257000000
102606,68.257000000
102607,68.257000000
102608,68.257000000
102609,68.257000000
102611,68.257000000
102612,68.258000000
102614,68.258000000
102615,68.255000000
102616,68.255000000
102617,68.260400000
102617,68.255000000
102618,68.254000000
102619,68.254000000
102620,68.253000000
102621,68.255000000
102622,68.255000000
102623,68.255000000
102624,68.255000000
102625,68.255000000
102625,68.256000000
102626,68.256000000
102626,68.257000000
102626,68.255000000
102627,68.255000000
102627,68.256000000
102628,68.256000000
102629,68.256000000
102629,68.258000000
102630,68.258000000
102630,68.255000000
102631,68.255000000
102631,68.255000000
102632,68.255000000
102632,68.255000000
102633,68.255000000
102633,68.256000000
102634,68.256000000
102634,68.255000000
102635,68.255000000
102636,68.255000000
102637,68.255000000
102637,68.256000000
102638,68.257000000
102638,68.258000000
102639,68.258000000
102639,68.258000000
102640,68.258000000
102640,68.259000000
102641,68.259000000
102641,68.258000000
102642,68.258000000
102642,68.259000000
102643,68.259000000
102644,68.258000000
102645,68.259000000
102646,68.259000000
102647,68.258000000
102648,68.231000000
102649,68.231000000
102649,68.245000000
102649,68.245000000
102650,68.245000000
102650,68.245000000
102651,68.245000000
102651,68.245000000
102652,68.245000000
102652,68.245000000
102653,68.245000000
102653,68.245000000
102654,68.245000000
102654,68.245000000
102655,68.243000000
102655,68.243000000
102655,68.228000000
102655,68.262700000
102656,68.228000000
102656,68.228000000
102656,68.254000000
102657,68.228000000
102657,68.228000000
102658,68.228000000
102658,68.228000000
102659,68.228000000
102659,68.228000000
102700,68.228000000
102700,68.228000000
102701,68.228000000
102701,68.228000000
102702,68.216000000
102702,68.228000000
102702,68.228000000
102703,68.228000000
102703,68.228000000
102704,68.228000000
102704,68.228000000
102705,68.228000000
102705,68.228000000
102706,68.228000000
102707,68.228000000
102707,68.231000000
102708,68.231000000
102708,68.225000000
102708,68.260000000
102709,68.225000000
102709,68.220000000
102709,68.220000000
102710,68.223000000
102710,68.223000000
102711,68.226000000
102712,68.226000000
102712,68.226000000
102713,68.225000000
102713,68.225000000
102714,68.226000000
102714,68.226000000
102715,68.226000000
102715,68.226000000
102716,68.226000000
102716,68.226000000
102717,68.227000000
102717,68.227000000
102718,68.227000000
102718,68.227000000
102719,68.227000000
102719,68.227000000
102720,68.226000000
102720,68.226000000
102721,68.226000000
102721,68.226000000
102722,68.226000000
102723,68.226000000
102723,68.226000000
102724,68.226000000
102724,68.226000000
102725,68.226000000
102725,68.228000000
102726,68.228000000
102726,68.223000000
102726,68.252000000
102727,68.223000000
102727,68.223000000
102728,68.256300000
102728,68.222000000
102728,68.222000000
102729,68.219000000
102729,68.219000000
102731,68.219000000
102732,68.221000000
102732,68.209000000
102732,68.228000000
102732,68.228000000
102733,68.224000000
102733,68.224000000
102734,68.226000000
102735,68.241000000
102735,68.240000000
102736,68.240000000
102736,68.240000000
102737,68.240000000
102737,68.240000000
102738,68.240000000
102738,68.240000000
102739,68.240000000
102739,68.240000000
102740,68.239000000
102740,68.239000000
102740,68.230000000
102741,68.226000000
102741,68.235000000
102742,68.235000000
102742,68.237000000
102743,68.237000000
102743,68.237000000
102744,68.237000000
102744,68.235000000
102745,68.235000000
102745,68.235000000
102746,68.235000000
102746,68.234000000
102747,68.234000000
102747,68.238000000
102747,68.237000000
102748,68.231000000
102748,68.221000000
102748,68.235000000
102749,68.231000000
102749,68.231000000
102750,68.233000000
102750,68.233000000
102751,68.233000000
102751,68.233000000
102752,68.235000000
102753,68.235000000
102753,68.235000000
102753,68.220000000
102754,68.220000000
102754,68.215000000
102755,68.215000000
102755,68.218000000
102756,68.218000000
102756,68.248000000
102756,68.220000000
102757,68.220000000
102757,68.220000000
102758,68.220000000
102758,68.219000000
102759,68.219000000
102759,68.217000000
102759,68.252200000
102800,68.234000000
102801,68.231000000
102801,68.202000000
102801,68.231000000
102802,68.232000000
102802,68.205000000
102803,68.232000000
102804,68.232000000
102804,68.231000000
102805,68.231000000
102805,68.231000000
102806,68.231000000
102806,68.235000000
102807,68.236000000
102807,68.236000000
102807,68.234000000
102808,68.234000000
102808,68.228000000
102809,68.226000000
102810,68.223000000
102811,68.223000000
102811,68.222000000
102812,68.206000000
102813,68.206000000
102814,68.210000000
102815,68.209000000
102816,68.222000000
102816,68.221000000
102817,68.221000000
102817,68.217000000
102818,68.204000000
102818,68.196000000
102819,68.191000000
102819,68.191000000
102820,68.190000000
102820,68.190000000
102821,68.192000000
102822,68.192000000
102822,68.192000000
102823,68.192000000
102823,68.192000000
102824,68.192000000
102824,68.188000000
102825,68.205000000
102825,68.205000000
102826,68.205000000
102826,68.229000000
102826,68.211000000
102827,68.211000000
102828,68.212000000
102829,68.212000000
102829,68.209000000
102830,68.209000000
102830,68.209000000
102831,68.209000000
102831,68.233400000
102831,68.213000000
102832,68.212000000
102832,68.212000000
102832,68.191000000
102833,68.212000000
102833,68.199000000
102834,68.197000000
102834,68.196000000
102834,68.215000000
102834,68.215000000
102835,68.217000000
102835,68.214000000
102835,68.214000000
102836,68.206000000
102836,68.210000000
102837,68.212000000
102837,68.212000000
102838,68.212000000
102838,68.212000000
102839,68.213000000
102839,68.213000000
102840,68.214000000
102840,68.214000000
102841,68.217000000
102841,68.217000000
102842,68.215000000
102842,68.215000000
102843,68.215000000
102843,68.215000000
102844,68.216000000
102844,68.216000000
102844,68.217000000
102844,68.217000000
102845,68.209000000
102845,68.209000000
102846,68.213000000
102846,68.213000000
102847,68.212000000
102847,68.212000000
102848,68.212000000
102849,68.212000000
102849,68.212000000
102850,68.208000000
102850,68.208000000
102851,68.208000000
102851,68.208000000
102852,68.193000000
102853,68.194000000
102853,68.210000000
102854,68.209000000
102854,68.209000000
102855,68.211000000
102855,68.212000000
102855,68.212000000
102856,68.214000000
102856,68.227000000
102856,68.215000000
102857,68.200000000
102858,68.203000000
102859,68.198000000
102859,68.211000000
102859,68.211000000
102900,68.210000000
102900,68.210000000
102901,68.200000000
102901,68.200000000
102902,68.200000000
102902,68.232900000
102902,68.189000000
102902,68.200000000
102903,68.201000000
102903,68.201000000
102904,68.201000000
102904,68.201000000
102905,68.201000000
102905,68.201000000
102906,68.201000000
102906,68.201000000
102907,68.212000000
102907,68.212000000
102908,68.213000000
102908,68.213000000
102909,68.220000000
102909,68.220000000
102910,68.225000000
102910,68.225000000
102911,68.225000000
102911,68.226000000
102912,68.229000000
102912,68.229000000
102913,68.229000000
102913,68.229000000
102914,68.229000000
102914,68.229000000
102915,68.227000000
102915,68.227000000
102916,68.225000000
102916,68.225000000
102917,68.223000000
102917,68.223000000
102917,68.218000000
102918,68.216000000
102919,68.210000000
102920,68.213000000
102921,68.212000000
102922,68.211000000
102923,68.212000000
102924,68.212000000
102925,68.211000000
102926,68.212000000
102926,68.210000000
102927,68.212000000
102928,68.212000000
102929,68.213000000
102930,68.213000000
102931,68.212000000
102932,68.212000000
102933,68.176000000
102933,68.212000000
102934,68.212000000
102934,68.216000000
102934,68.217300000
102935,68.216000000
102935,68.216000000
102936,68.216000000
102936,68.215000000
102937,68.215000000
102937,68.214000000
102938,68.214000000
102938,68.214000000
102939,68.214000000
